ID,Cote de rangement,Titre du dossier,Contenu du dossier,Analyse diplomatique,Solution GED,Annee
01013,1496/CJ,JURIDICTION ET CONTENTIEUX :TRANSPORT DE PRODUIT PETROLIER:CONTRAT N°18/0154 DU 12-02-2018 SONABHY ET KAFANDO LAZARE,"TRANSPORT, PRODUIT PETROLIER, SONABHY, KAFANDO LAZARE",(CONTRAT),DOCESSEN,2018
01014,1497/CJ,JURIDICTION ET CONTENTIEUX :TRANSPORT DE PRODUIT PETROLIER:CONTRAT N°18/0177 DU 16-02-18 SONABHY ET SICOM BURKINA,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SICOM BURKINA",(CONTRAT),DOCESSEN,2018
01015,1498/CJ,JURIDICTION ET CONTENTIEUX :TRANSPORT DE PRODUIT PETROLIER:CONTRAT N°18/0179 DU 16-02-18 SONABHY ET TRAVAUX DE TERRASSEMENT ET DE MANAGEMENT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, TRAVAUX DE TERRASSEMENT ET DE MANAGEMENT",(CONTRAT),DOCESSEN,2018
01016,1499/CJ,JURIDICTION ET CONTENTIEUX :TRANSPORT DE PRODUIT PETROLIER:CONTRAT N°18/0156 DU 12-02-18 SONABHY ETZOUNGRANA ABDOUL RAHIM,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ZOUNGRANA ABDOUL RAHIM",(CONTRAT),DOCESSEN,2018
01017,1500/CJ,JURIDICTION ET CONTENTIEUX :TRANSPORT DE PRODUIT PETROLIER:CONTRAT N°18/0012 DU 31-01-18 SONABHY ET CRISTAL PLANET,"TRANSPORT, PRODUIT PETROLIER, SONABHY, CRISTAL PLANET",(CONTRAT),DOCESSEN,2018
01018,1501/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUIT PETROLIER : CONTRAT N°18/0136 DU 09 FEVRIER 2018 + AVENANT N°18/0831 DU 10 OCTOBRE 2018 : SONABHY ET EOF SERVICES,"TRANSPORT, PRODUIT PETROLIER, SONABHY, EOF SERVICES","(CONTRAT, AVENANT)",DOCESSEN,2018
01019,1502/CJ,JURIDICTION ET CONTENTIEUX :TRANSPORT DE PRODUIT PETROLIER:CONTRAT N°18/0064 DU 03-02-18 SONABHY ET ROYAL LOGISTIQUE,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ROYAL LOGISTIQUE",(CONTRAT),DOCESSEN,2018
01020,1503/CJ,JURIDICTION ET CONTENTIEUX :TRANSPORT DE PRODUIT PETROLIER : CONTRAT N°18/0122 DU 09 FEVRIER 2018 + AVENANT N°18/0427 DU 03 AVRIL 2018 + AVENANT N°19/0074 DU 19 FEVRIER 2019 + AVENANT N°21/0016 DU 25 JANVIER 2021 + AVENANT N°20/0322 DU 25/11/2020 : SONABHY ET SOTRAP (PAKODTOGO YOUSSOUF),"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOTRAP, PAKODTOGO YOUSSOUF","(CONTRAT, AVENANT)",DOCESSEN,2018 2019 2020 2021
01021,1504/CJ,JURIDICTION ET CONTENTIEUX :TRANSPORT DE PRODUIT PETROLIER:CONTRAT N°18/0197 DU 19-02-18 SONABHY ET DAYAMBA LASSANE(TDCB),"TRANSPORT, PRODUIT PETROLIER, SONABHY, TDCG, DAYAMBA LASSANE",(CONTRAT),DOCESSEN,2018
01022,1505/CJ,JURIDICTION ET CONTENTIEUX :TRANSPORT DE PRODUIT PETROLIER : CONTRAT N°18/0060 DU 13-02-18 + AVENANT N°22/0113 DU 11 MARS 2022 + AVENANT N°22/0290 DU 03 JUIN 2022 : SONABHY ET FOUNDA TRANSPORT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, FOUNDA TRANSPORT","(CONTRAT, AVENANT)",DOCESSEN,2018 2022
01023,1506/CJ,JURIDICTION ET CONTENTIEUX :TRANSPORT DE PRODUIT PETROLIER:CONTRAT N°18/0102 DU 03-02-18 SONABHY ET KALMOGO NICOLAS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, KALMOGO NICOLAS",(CONTRAT),DOCESSEN,2018
01024,1507/CJ,JURIDICTION ET CONTENTIEUX :TRANSPORT DE PRODUIT PETROLIER:CONTRAT N°18/0222 DU 21-02-18 + AVENANT N°20/0024 DU 28 JANVIER 2020 + AVENANT N°22/0305 DU 07 JUIN 2022 + AVENANT N°23/0388 DU 02 AOUT 2023 : SONABHY ET CITY TRANSPORT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, CITY TRANSPORT","(CONTRAT, AVENANT)",DOCESSEN,2018 2020 2022 2023
01025,1508/CJ,JURIDICTION ET CONTENTIEUX :TRANSPORT DE PRODUIT PETROLIER:CONTRAT N°18/0085 DU 03-02-18 SONABHY ET BANGLEGA KOUILIBILA,"TRANSPORT, PRODUIT PETROLIER, SONABHY, BANGLEGA KOUILIBILA",(CONTRAT),DOCESSEN,2018
01026,1509/CJ,JURIDICTION ET CONTENTIEUX :TRANSPORT DE PRODUIT PETROLIER:CONTRAT N°18/0189 DU 19-02-18 SONABHY ET SANKARA SENI,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SANKARA SENI",(CONTRAT),DOCESSEN,2018
01027,1510/CJ,JURIDICTION ET CONTENTIEUX :TRANSPORT DE PRODUIT PETROLIER:CONTRAT N°18/0261 DU 27-02-18 SONABHY ET GOLD SILVER INVESTMENTS ET DEVELOPMENTS LIMITED,"TRANSPORT, PRODUIT PETROLIER, SONABHY, GOLD SILVER INVESTMENT ET DEVELOPMENT LIMITED",(CONTRAT),DOCESSEN,2018
01028,1511/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUIT PETROLIER : CONTRAT N°18/0261 DU 27 FEVRIER 2018 + CONTRAT N°18/0935 DU 12 DECEMBRE 2018 + AVENANT N°22/0260 DU 19 MAI 2022 : SONABHY ET SAWADOGO IDRISSA (PETRO ECO),"TRANSPORT, PRODUIT PETROLIER, SONABHY, SAWADOGO IDRISSA, PETRO ECO","(CONTRAT, AVENANT)",DOCESSEN,2018 2022
01029,1512/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0262 DU 27 FEVRIER 2018 : SONABHY ET SOTRANI,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOTRANI",(CONTRAT),DOCESSEN,2018
01030,1513/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0244 DU 26 FEVRIER 2018 + AVENANT N°22/0182 DU 25 AVRIL 2022 + AVENANT N°24/0129 DU 06 MARS 2024 : SONABHY ET SOCOPAT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOCOPAT","(CONTRAT, AVENANT)",DOCESSEN,2018 2022 2024
01031,1514/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0081 DU 03 FEVRIER 2018 : SONABHY ET STIPPAM,"TRANSPORT, PRODUIT PETROLIER, SONABHY, STIPPAM",(CONTRAT),DOCESSEN,2018
01032,1515/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0247 DU 26 FEVRIER 2018 + AVENANT N°18/0486 DU 21 MAI 2018 + AVENANT N°20/0038 DU 07 FEVRIER 2020 + AVENANT N°24/0087 DU 19 FEVRIER 2024 : SONABHY ET ENTREPRISE ALPHA OMEGA (EAO),"TRANSPORT, PRODUIT PETROLIER, SONABHY, ENTREPRISE ALPHA OMEGA , EAO","(CONTRAT, AVENANT)",DOCESSEN,2018 2020 2024
01033,1516/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0191 DU 19 FEVRIER 2018 : SONABHY ET GLOBAL EQUIPEMENT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, GLOBAL EQUIPEMENT",(CONTRAT),DOCESSEN,2018
01034,1517/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT DE TRANSPORT N°13/0062 DU 27 MAI 2013 + CONTRAT N°18/0240 DU 26 FEVRIER 2018 + AVENANT N°18/0732 DU 17 AOUT 2018 : SONABHY ET SOTIF,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOTIF","(CONTRAT, AVENANT)",DOCESSEN,2013 2018
01035,1518/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0283 DU 02 MARS 2018 + AVENANT N°18/0377 DU 14 MARS 2018 : SONABHY ET SOTRACOB,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOTRACOB",(CONTRAT),DOCESSEN,2018
01036,1519/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0131 DU 09 FEVRIER 2018 : SONABHY ET OUOBA YENTEMA DIDIER GUSTAVE,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUOBA YENTEMA DIDIER GUSTAVE",(CONTRAT),DOCESSEN,2018
01037,1520/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0276 DU 01 MARS 2018 + AVENANT N°18/0499 DU 21 MAI 2018 + AVENANT N°18/0938 DU 13 DECEMBRE 2018 + AVENANT N°20/0269 DU 30 JUIN 2020 : SONABHY ET NAANA TRANSPORT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, NAANA TRANSPORT","(CONTRAT, AVENANT)",DOCESSEN,2018 2020
01038,1521/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0315 DU 06 MARS 2018 : SONABHY ET TRANS CONSULT EL SHADDAI,"TRANSPORT, PRODUIT PETROLIER, SONABHY, TRANS CONSULT EL SHADDAI",(CONTRAT),DOCESSEN,2018
01039,1522/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0346 DU 09 MARS 2018 + AVENANT N°18/0409 DU 28 MARS 2018 + AVENANT N°19/0020 DU 22 JANVIER 2019 + AVENANT N°24/0036 DU 18 JANVIER 2024 : SONABHY ET SETRAM,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SETRAM","(CONTRAT, AVENANT)",DOCESSEN,2018 2019 2024
01040,1523/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0314 DU 06 MARS 2018 : SONABHY ET OUEDRAOGO K DOMINIQUE,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUEDRAOGO K DOMINIQUE",(CONTRAT),DOCESSEN,2018
01041,1524/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0200 DU 21 FEVRIER 2018 : SONABHY ET TALSOUGRI,"TRANSPORT, PRODUIT PETROLIER, SONABHY, TALSOUGRI",(CONTRAT),DOCESSEN,2018
01042,1525/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0257 DU 27 FEVRIER 2018 : SONABHY ET TRANSPORT OTF,"TRANSPORT, PRODUIT PETROLIER, SONABHY, TRANSPORT OTF",(CONTRAT),DOCESSEN,2018
01043,1526/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0359 DU 13 MARS 2018 + AVENANT N°19/0460 DU 09 DECEMBRE 2019 : SONABHY ET EODF TRANSPORT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, EODF TRANSPORT","(CONTRAT, AVENANT)",DOCESSEN,2018 2019
01044,1527/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0367 DU 13 MARS 2018 : SONABHY ET TARWEND PANGA TRANSPORT INTERNATIONAL,"TRANSPORT, PRODUIT PETROLIER, SONABHY, TARWEND PANGA TRANSPORT INTERNATIONAL",(CONTRAT),DOCESSEN,2018
01045,1528/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0016 DU 30 JANVIER 2018 : SONABHY ET OLEOM BURKINA,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OLEOM BURKINA",(CONTRAT),DOCESSEN,2018
01046,1529/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0162 DU 14 FEVRIER 2018 + AVENANT N°18/0768 DU 03 SEPTEMBRE 2018 + AVENANT N°19/0173 DU 17 MAI 2019 + AVENANT N°20/0414 DU 31 DECEMBRE 2020 + AVENANT N°21/0128 DU 16 JUIN 2021 + AVENANT N°23/0389 DU 02 AOUT 2023 : SONABHY ET WEND SOMGDO,"TRANSPORT, PRODUIT PETROLIER, SONABHY, WEND SOMGDO","(CONTRAT, AVENANT)",DOCESSEN,2018 2019 2020 2021 2023
01047,1530/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0290 DU 02 MARS 2018 : SONABHY ET SGKF,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SGKF",(CONTRAT),DOCESSEN,2018
01048,1531/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0385 DU 15 MARS 2018 + AVENANT N°21/0345 DU 11 NOVEMBRE 2021 + AVENANT N°22/0389 DU 14 JUILLET 2022 : SONABHY ET SOCIETE AGROALIMENTAIRE DU FASO,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOCIETE AGROALIMENTAIRE DU FASO","(CONTRAT, AVENANT)",DOCESSEN,2018 2021 2022
01049,1532/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0344 DU 09 MARS 2018 : SONABHY ET JEUNESSE TRANSPORT AFRICA,"TRANSPORT, PRODUIT PETROLIER, SONABHY, JEUNESSE TRANSPORT AFRICA",(CONTRAT),DOCESSEN,2018
01050,1533/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0246 DU 26 FEVRIER 2018 : SONABHY ET YAYA BERTHE,"TRANSPORT, PRODUIT PETROLIER, SONABHY, YAYA BERTHE",(CONTRAT),DOCESSEN,2018
01051,1534/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°18/0224 DU 23 FEVRIER 2018 : SONABHY ET SUN GOLD OIL,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SUN GOLD OIL",(CONTRAT),DOCESSEN,2018
01052,1535/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°18/0368 DU 13 MARS 2018 + AVENANT N°18/0487 DU 21 MAI 2018 : SONABHY ET WELHOORE TRANSPORT TRADING,"TRANSPORT, PRODUIT PETROLIER, SONABHY, WELHOORE TRANSPORT TRADING","(CONTRAT, AVENANT)",DOCESSEN,2018
01053,1536/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°18/0396 DU 36 MARS 2018 + CONTRAT N°18/0476 DU 04 MAI 2018 + AVENANT N°21/0337 DU 05 NOVEMBRE 2021 + AVENANT N°23/0135 DU 02 MARS 2023 + AVENANT N°23/0369 DU 14 JUILLET 2023 : SONABHY ET AOZ,"TRANSPORT, PRODUIT PETROLIER, SONABHY, AOZ","(CONTRAT, AVENANT)",DOCESSEN,2018 2021 2023
01054,1537/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°18/0340 DU 09 MARS 2018 + AVENANT N°20/0160 DU 20 MAI 2020 + CONTRAT N°20/0257 DU 25 AOUT 2020 + AVENANT N°24/0074 DU 09 FEVRIER 2024 : SONABHY ET TRANSPORT CONTINENT AFRIQUE,"TRANSPORT, PRODUIT PETROLIER, SONABHY, TRANSPORT CONTINENT AFRIQUE","(CONTRAT, AVENANT)",DOCESSEN,2018 2020 2024
01055,1538/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°18/0144 DU 12 FEVRIER 2018 + AVENANT N°19/0205 DU 20 JUIN 2019 : SONABHY ET DAO KARIM (DAO ET COMPAGNIE),"TRANSPORT, PRODUIT PETROLIER, SONABHY, DAO KARIM, DAO ET COMPAGNIE","(CONTRAT, AVENANT)",DOCESSEN,2018 2019
01056,1539/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°18/0438 DU 06 AVRIL 2018 + AVENANT N°18/0516 DU 01 JUIN 2018 + AVENANT N°20/0404 DU 31 DECEMBRE 2020 : SONABHY ET SERVICES GENERAUX ET TRANSPORT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SERVICES GENERAUX ET TRANSPORT","(CONTRAT, AVENANT)",DOCESSEN,2018 2020
01057,1540/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°18/0406 DU 28 MARS 2018 + AVENANT N°20/0080 DU 11 MARS 2020 + AVENANT N°22/0469 DU 12 SEPTEMBRE 2022 : SONABHY ET BIDCT-SF,"TRANSPORT, PRODUIT PETROLIER, SONABHY, BIDCT-SF, SORE MADINA","(CONTRAT, AVENANT)",DOCESSEN,2018 2020 2022
01058,1541/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°18/0444 DU 13 AVRIL 2018 + AVENANT N°23/0295 DU 02 JUIN 2023 + CONTRAT N°24/0108 DU 29 FEVRIER 2024 : SONABHY ET SUPER TRANSPORT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SUPER TRANSPORT","(CONTRAT, AVENANT)",DOCESSEN,2018 2023 2024
01059,1542/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°18/0434 DU 06 AVRIL 2018 : SONABHY ET SAWADOGO SAIDOU,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SAWADOGO SAIDOU",(CONTRAT),DOCESSEN,2018
01060,1543/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°18/0454 DU 16 AVRIL 2018 + AVENANT N°19/0105 DU 27 MARS 2019 + AVENANT N°19/364 DU 07 AOUT 2019 + AVENANT N°19/364 DU 07 AOUT 2019 + AVENANT N°19/439 DU 14 NOVEMBRE 2019 : SONABHY ET ZAMBELONGO ADAMA (EZAF),"TRANSPORT, PRODUIT PETROLIER, SONABHY, ZAMBELONGO ADAMA, EZAF","(CONTRAT, AVENANT)",DOCESSEN,2018 2019
01061,1544/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT DE TRANSPORT N°14/0044 DU 09 AVRIL 2014 + AVENANT N°16/0016 DU 01 FEVRIER 2016 + AVENANT N°16/0320 DU 01 AOUT 2016 + CONTRAT N°18/0432 DU 03 AVRIL 2018 + AVENANT N°18/0886 DU 13 NOVEMBRE 2018 + AVENANT N°19/353 DU 26 JUILLET 2019 + AVENANT N°21/0129 DU 16 JUIN 2021 + AVENANT N°21/0275 DU 15 SEPTEMBRE 2021 + AVENANT N°21/0018 DU 14 OCTOBRE 2021 + AVENANT N°22/0096 DU 02 MARS 2022 : SONABHY ET TG-COM (OUEDRAOGO BOUKARE),"TRANSPORT, PRODUIT PETROLIER, SONABHY, TG-COM, OUEDRAOGO BOUKARE","(CONTRAT, AVENANT)",DOCESSEN,2014 2016 2018 2019 2021 2022
01062,1545/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°18/0452 DU 16 AVRIL 2018 + AVENANT N°19/0112 DU 27 MARS 2019 + AVENANT N°21/0142 DU 24 JUIN 2021 + AVENANT N°21/0363 DU 08 DECEMBRE 2021 : SONABHY ET SAV-OIL,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SAV-OIL","(CONTRAT, AVENANT)",DOCESSEN,2018 2019 2021
01063,1546/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0362 DU 13 MARS 2018 : SONABHY ET KY ALEXANDRE A NOEL (EKF),"TRANSPORT, PRODUIT PETROLIER, SONABHY, KY ALEXANDRE A NOEL",(CONTRAT),DOCESSEN,2018
01064,1547/CJ,JURIDICTION ET CONTENTIEUX ; TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0424 DU 03 AVRIL 2018 + AVENANT N°18/0698 DU 23 JUILLET 2018 : SONABHY ET SOTISEF,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOTISEF","(CONTRAT, AVENANT )",DOCESSEN,2018
01065,1548/CJ,JURIDICTION ET CONTENTIEUX ; TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0391 DU 16 MARS 2018 : SONABHY ET OUEDRAOGO SARATA TRANSPORT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUEDRAOGO SARATA TRANSPORT",(CONTRAT),DOCESSEN,2018
01066,1549/CJ,JURIDICTION ET CONTENTIEUX ; TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0399 DU 20 MARS 2018 : SONABHY ET OUEDRAOGO ASSAMI,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUEDRAOGO ASSAMI",(CONTRAT),DOCESSEN,2018
01067,1550/CJ,JURIDICTION ET CONTENTIEUX ; TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0056 DU 03 FEVRIER 2018 + AVENANT N°19/0581 DU 30 DECEMBRE 2019 + AVENANT N°22/0062 DU 09 FEVRIER 2022 + AVENANT N°23/0096 DU 15 FEVRIER 2023 : SONABHY ET GROUPE PRESFORT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, GROUPE PRESFORT","(CONTRAT, AVENANT)",DOCESSEN,2018 2019 2022 2023
01068,1551/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°18/0474 DU 04 MAI 2018 : SONABHY ET ENTREPRISE PHOENIX,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ENTREPRISE PHOENIX",(CONTRAT),DOCESSEN,2018
01069,1552/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°18/0417 DU 29 MARS 2018 : SONABHY ET COMPAGNIE AFRICAINE DE TRANSPORT BOLARO (CATB),"TRANSPORT, PRODUIT PETROLIER, SONABHY, COMPAGNIE AFRICAINE DE TRANSPORT BOLARO, CATB",(CONTRAT),DOCESSEN,2018
01070,1553/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°18/0451 DU 16 AVRIL 2018 + AVENANT N°18/0667 DU 06 JUILLET 2018 + AVENANT N°20/0103 DU 03 AVRIL 2020 + AVENANT N°24/0022 DU 15 JANVIER 2024 : SONABHY ET ESAKAF (SAWADOGO ABDOUL KADER),"TRANSPORT, PRODUIT PETROLIER, SONABHY, ESAKAF, SAWADOGO ABDOUL KADER","(CONTRAT, AVENANT)",DOCESSEN,2018 2020 2024
01071,1554/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°18/0475 DU 04 MAI 2018 + AVENANT N°22/0591 DU 08 DECEMBRE 2022 : SONABHY ET MIMTIRI SERVICES,"TRANSPORT, PRODUIT PETROLIER, SONABHY, MIMTIRI SERVICES","(CONTRAT, AVENANT)",DOCESSEN,2018 2022
01072,1555/CJ,"JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS ; CONTRAT N°18/0479 DU 16 MAI 2018 + CONTRAT DE VENTE N°18/0566 DU 12 JUIN 2018 + AVENANT N°21/0023 DU 28 JANVIER 2021 + CONTRAT DE VENTE N°21/0042 DU 16 FEVRIER 2021 + AVENANT N°21/0068 DU 15 MARS 2021 + AVENANT DE VENTE N°21/0092 DU 28 AVRIL 2021 + CONTRAT DE VENTE N°21/0131 DU 21 JUIN 2021 + AVENANT N°21/0297 DU 05 OCTOBRE 2021 + AVENANT N°22/0006 DU 10 JANVIER 2022 + CONTRAT N°22/0070 DU 10 FEVRIER 2022 + CONTRAT N°22/0070 DU 10 FEVRIER 2022 + AVENANT N°22/0204 DU 03 MAI 2022 + CONTRAT DE VENTE N°22/0312 DU 08 JUIN 2022 + CONTRAT DE VENTE N°22/0479 DU 15 SEPTEMBRE 2022 + AVENANT N°22/0603 DU 09 DECEMBRE 2022 : SONABHY ET SAHARA ENERGY RESOURCE LIMITED (SAHARA ENERGY, SAHARA GROUP)","VENTE, PRODUIT PETROLIER, SONABHY, SAHARA ENERGY RESOURCE LIMITED, SAHARA ENERGY, SAHARA GROUP","(CONTRAT, AVENANT)",DOCESSEN,2018 2021 2022
01073,1556/CJ,JURIDICTION ET CONTENTIEUX : FOURNITURE DE PRODUITS PETROLIERS : ACCORD DE REGLEMENT DU 06 JUIN 2018 : SONABHY ET GLENCORE ENERGY,"TRANSPORT, PRODUIT PETROLIER, SONABHY, GLENCORE ENERGY",(CONTRAT),DOCESSEN,2018
01074,1557/CJ,"JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°18/0547 DU 06 JUIN 2018 + AVENANT N°20/0148 DU 18 MAI 2020 + AVENANT N°23/0065 DU 27 JANVIER 2023 + AVENANT N°24/0063 DU 06 FEVRIER 2024 : SONABHY ET KODIS (KONCOBO DISTRIBUTION), KONCOBO ISSAKA","TRANSPORT, PRODUIT PETROLIER, SONABHY, KODIS, KONCOBO ISSAKA, KONCOBO DISTRIBUTION","(CONTRAT, AVENANT)",DOCESSEN,2018 2020 2023 2024
01075,1558/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°18/0504 DU 24 MAI 2018 + AVENANT N°19/0015 DU 22 JANVIER 2019 + AVENANT N°22/0508 DU 23 SEPTEMBRE 2022 : SONABHY ET NAYAGA TRANSPORT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, NAYAGA TRANSPORT","(CONTRAT, AVENANT)",DOCESSEN,2018 2019 2022
01076,1559/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°18/0563 DU 08 JUIN 2018 + CONTRAT N°21/0316 DU 14 OCTOBRE 2021 + AVENANT N°22/0478 DU 15 SEPTEMBRE 2022 : SONABHY ET KISWENDSIDA TRANSPORT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, KISWENDSIDA TRANSPORT","(CONTRAT, AVENANT)",DOCESSEN,2018 2021 2022
01077,1560/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°18/0473 DU 09 MAI 2018 + AVENANT N°20/0316 DU 19 NOVEMBRE 2020 : SONABHY ET ZANMA GROUP,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ZANMA GROUP","(CONTRAT, AVENANT)",DOCESSEN,2018 2020
